slug	title	url	source	kind	reason
%e9%ab%98%e9%9b%84%e7%ac%ac%e4%ba%8c%e7%ab%99-1027-firefox-os-%e8%a6%8b%e9%9d%a2%e9%ab%94%e9%a9%97%e6%9c%83%ef%bc%81	[ 高雄第二站 ] 10/27 Firefox 見面體驗會！	https://blog.mozilla.com.tw/events/%e9%ab%98%e9%9b%84%e7%ac%ac%e4%ba%8c%e7%ab%99-1027-firefox-os-%e8%a6%8b%e9%9d%a2%e9%ab%94%e9%a9%97%e6%9c%83%ef%bc%81	a-href	media	https://blog.mozilla.com.tw/events/%e9%ab%98%e9%9b%84%e7%ac%ac%e4%ba%8c%e7%ab%99-1027-firefox-os-%e8%a6%8b%e9%9d%a2%e9%ab%94%e9%a9%97%e6%9c%83%ef%bc%81: 20160901183419:fetch failed | timegate:fetch failed
%e9%ab%98%e9%9b%84%e7%ac%ac%e4%ba%8c%e7%ab%99-1027-firefox-os-%e8%a6%8b%e9%9d%a2%e9%ab%94%e9%a9%97%e6%9c%83%ef%bc%81	[ 高雄第二站 ] 10/27 Firefox 見面體驗會！	https://blog.mozilla.com.tw/?attachment_id=1340#main	a-href	media	https://blog.mozilla.com.tw/?attachment_id=1340#main: 20160901183419:fetch failed | timegate:fetch failed
%e9%ab%98%e9%9b%84%e7%ac%ac%e4%ba%8c%e7%ab%99-1027-firefox-os-%e8%a6%8b%e9%9d%a2%e9%ab%94%e9%a9%97%e6%9c%83%ef%bc%81	[ 高雄第二站 ] 10/27 Firefox 見面體驗會！	https://blog.mozilla.com.tw/?attachment_id=1342#main	a-href	media	https://blog.mozilla.com.tw/?attachment_id=1342#main: 20160901183419:fetch failed | timegate:fetch failed
1213-%e5%85%83%e6%99%ba%e5%a4%a7%e5%ad%b8%e6%a0%a1%e5%9c%92%e6%bc%94%e8%ac%9b-mozilla-and-the-open-web	12/13 元智大學校園演講 – Mozilla and the Open Web	https://blog.mozilla.com.tw/events/1213-%e5%85%83%e6%99%ba%e5%a4%a7%e5%ad%b8%e6%a0%a1%e5%9c%92%e6%bc%94%e8%ac%9b-mozilla-and-the-open-web	a-href	media	https://blog.mozilla.com.tw/events/1213-%e5%85%83%e6%99%ba%e5%a4%a7%e5%ad%b8%e6%a0%a1%e5%9c%92%e6%bc%94%e8%ac%9b-mozilla-and-the-open-web: 20160902011656:fetch failed | timegate:fetch failed
1221-%e6%9a%a8%e5%8d%97%e5%a4%a7%e5%ad%b8%e6%a0%a1%e5%9c%92%e6%bc%94%e8%ac%9b-mozilla-and-the-open-web	12/21 暨南大學校園演講 – Mozilla and the Open Web	https://blog.mozilla.com.tw/events/1221-%e6%9a%a8%e5%8d%97%e5%a4%a7%e5%ad%b8%e6%a0%a1%e5%9c%92%e6%bc%94%e8%ac%9b-mozilla-and-the-open-web	a-href	media	https://blog.mozilla.com.tw/events/1221-%e6%9a%a8%e5%8d%97%e5%a4%a7%e5%ad%b8%e6%a0%a1%e5%9c%92%e6%bc%94%e8%ac%9b-mozilla-and-the-open-web: 20160901215107:fetch failed | timegate:fetch failed
126-%e5%98%89%e7%be%a9%e5%a4%a7%e5%ad%b8%e6%a0%a1%e5%9c%92%e6%bc%94%e8%ac%9b-mozilla%e3%80%81html5-%e8%88%87-firefox-os	12/6 嘉義大學校園演講 – Mozilla、HTML5 與 Firefox OS	https://blog.mozilla.com.tw/events/126-%e5%98%89%e7%be%a9%e5%a4%a7%e5%ad%b8%e6%a0%a1%e5%9c%92%e6%bc%94%e8%ac%9b-mozilla%e3%80%81html5-%e8%88%87-firefox-os	a-href	media	https://blog.mozilla.com.tw/events/126-%e5%98%89%e7%be%a9%e5%a4%a7%e5%ad%b8%e6%a0%a1%e5%9c%92%e6%bc%94%e8%ac%9b-mozilla%e3%80%81html5-%e8%88%87-firefox-os: 20160901180513:fetch failed | timegate:fetch failed
2013-gsma-%e4%ba%9e%e6%b4%b2%e7%a7%bb%e5%8b%95%e9%80%9a%e4%bf%a1%e5%8d%9a%e8%a6%bd%e6%9c%83-firefox-os-%e8%88%87%e4%bd%a0%e7%9b%b8%e7%b4%84%ef%bc%8c626-628-%e5%bc%95%e7%88%86%e4%b8%8a%e6%b5%b7	2013 亞洲移動通信博覽會 Firefox OS 與你相約，6/26 – 6/28 引爆上海！	https://blog.mozilla.com.tw/events/2013-gsma-%e4%ba%9e%e6%b4%b2%e7%a7%bb%e5%8b%95%e9%80%9a%e4%bf%a1%e5%8d%9a%e8%a6%bd%e6%9c%83-firefox-os-%e8%88%87%e4%bd%a0%e7%9b%b8%e7%b4%84%ef%bc%8c626-628-%e5%bc%95%e7%88%86%e4%b8%8a%e6%b5%b7	a-href	media	https://blog.mozilla.com.tw/events/2013-gsma-%e4%ba%9e%e6%b4%b2%e7%a7%bb%e5%8b%95%e9%80%9a%e4%bf%a1%e5%8d%9a%e8%a6%bd%e6%9c%83-firefox-os-%e8%88%87%e4%bd%a0%e7%9b%b8%e7%b4%84%ef%bc%8c626-628-%e5%bc%95%e7%88%86%e4%b8%8a%e6%b5%b7: 20160901182030:fetch failed | timegate:fetch failed
2015-mozilla-campus-events	2015 Mozilla 校園徵才博覽會 等你來相會！	https://blog.mozilla.com.tw/events/2015-mozilla-campus-events	a-href	media	https://blog.mozilla.com.tw/events/2015-mozilla-campus-events: 20161017025616:fetch failed | timegate:fetch failed
524-%e6%94%bf%e6%b2%bb%e5%a4%a7%e5%ad%b8%e6%a0%a1%e5%9c%92%e6%bc%94%e8%ac%9b-firefox-os-apps-workshop	5/24 政治大學校園演講 – Firefox OS Apps Workshop	https://blog.mozilla.com.tw/events/524-%e6%94%bf%e6%b2%bb%e5%a4%a7%e5%ad%b8%e6%a0%a1%e5%9c%92%e6%bc%94%e8%ac%9b-firefox-os-apps-workshop	a-href	media	https://blog.mozilla.com.tw/events/524-%e6%94%bf%e6%b2%bb%e5%a4%a7%e5%ad%b8%e6%a0%a1%e5%9c%92%e6%bc%94%e8%ac%9b-firefox-os-apps-workshop: 20160901200404:fetch failed | timegate:fetch failed
campus-recruit-ntu-events	Mozilla@校園徵才博覽會 – 台大場 活動預告	https://blog.mozilla.com.tw/events/campus-recruit-ntu-events	a-href	media	https://blog.mozilla.com.tw/events/campus-recruit-ntu-events: 20161017024104:fetch failed | timegate:fetch failed
firefox-%e5%a4%a5%e4%bc%b4%e8%a8%88%e7%95%ab%e9%96%8b%e8%b7%91%e4%b8%ad-%e8%87%89%e6%9b%b8%e6%8f%aa%e4%ba%ba%e6%9c%80%e5%bc%b7%e5%a4%a7	Firefox 夥伴計畫開跑中 ~ 臉書揪人最強大	https://blog.mozilla.com.tw/wp-content/uploads/23.jpg	img	image	https://blog.mozilla.com.tw/wp-content/uploads/23.jpg: 20160901182110:fetch failed | timegate:fetch failed
firefox-%e5%a4%a5%e4%bc%b4%e8%a8%88%e7%95%ab%e9%96%8b%e8%b7%91%e4%b8%ad-%e8%87%89%e6%9b%b8%e6%8f%aa%e4%ba%ba%e6%9c%80%e5%bc%b7%e5%a4%a7	Firefox 夥伴計畫開跑中 ~ 臉書揪人最強大	https://blog.mozilla.com.tw/wp-content/uploads/11.png	img	image	https://blog.mozilla.com.tw/wp-content/uploads/11.png: 20160901182110:fetch failed | timegate:fetch failed
firefox-%e5%a4%a5%e4%bc%b4%e8%a8%88%e7%95%ab%e9%96%8b%e8%b7%91%e4%b8%ad-%e8%87%89%e6%9b%b8%e6%8f%aa%e4%ba%ba%e6%9c%80%e5%bc%b7%e5%a4%a7	Firefox 夥伴計畫開跑中 ~ 臉書揪人最強大	https://blog.mozilla.com.tw/wp-content/uploads/31.jpg	img	image	https://blog.mozilla.com.tw/wp-content/uploads/31.jpg: 20160901182110:fetch failed | timegate:fetch failed
firefox-%e5%a4%a5%e4%bc%b4%e8%a8%88%e7%95%ab%e9%96%8b%e8%b7%91%e4%b8%ad-%e8%87%89%e6%9b%b8%e6%8f%aa%e4%ba%ba%e6%9c%80%e5%bc%b7%e5%a4%a7	Firefox 夥伴計畫開跑中 ~ 臉書揪人最強大	https://blog.mozilla.com.tw/wp-content/uploads/language.png	img	image	https://blog.mozilla.com.tw/wp-content/uploads/language.png: 20160901182110:fetch failed | timegate:fetch failed
firefox-%e5%a4%a5%e4%bc%b4%e8%a8%88%e7%95%ab%e9%96%8b%e8%b7%91%e4%b8%ad-%e8%87%89%e6%9b%b8%e6%8f%aa%e4%ba%ba%e6%9c%80%e5%bc%b7%e5%a4%a7	Firefox 夥伴計畫開跑中 ~ 臉書揪人最強大	https://blog.mozilla.com.tw/events/firefox-%e5%a4%a5%e4%bc%b4%e8%a8%88%e7%95%ab%e9%96%8b%e8%b7%91%e4%b8%ad-%e8%87%89%e6%9b%b8%e6%8f%aa%e4%ba%ba%e6%9c%80%e5%bc%b7%e5%a4%a7	a-href	media	https://blog.mozilla.com.tw/events/firefox-%e5%a4%a5%e4%bc%b4%e8%a8%88%e7%95%ab%e9%96%8b%e8%b7%91%e4%b8%ad-%e8%87%89%e6%9b%b8%e6%8f%aa%e4%ba%ba%e6%9c%80%e5%bc%b7%e5%a4%a7: 20160901182110:fetch failed | timegate:fetch failed
firefox-%e5%a4%a5%e4%bc%b4%e8%a8%88%e7%95%ab%e9%96%8b%e8%b7%91%e4%b8%ad-%e8%87%89%e6%9b%b8%e6%8f%aa%e4%ba%ba%e6%9c%80%e5%bc%b7%e5%a4%a7	Firefox 夥伴計畫開跑中 ~ 臉書揪人最強大	https://blog.mozilla.com.tw/?attachment_id=980#main	a-href	media	https://blog.mozilla.com.tw/?attachment_id=980#main: 20160901182110:fetch failed | timegate:fetch failed
firefox-%e5%a4%a5%e4%bc%b4%e8%a8%88%e7%95%ab%e9%96%8b%e8%b7%91%e4%b8%ad-%e8%87%89%e6%9b%b8%e6%8f%aa%e4%ba%ba%e6%9c%80%e5%bc%b7%e5%a4%a7	Firefox 夥伴計畫開跑中 ~ 臉書揪人最強大	https://blog.mozilla.com.tw/?attachment_id=981#main	a-href	media	https://blog.mozilla.com.tw/?attachment_id=981#main: 20160901182110:fetch failed | timegate:fetch failed
firefox-%e5%a4%a5%e4%bc%b4%e8%a8%88%e7%95%ab%e9%96%8b%e8%b7%91%e4%b8%ad-%e8%87%89%e6%9b%b8%e6%8f%aa%e4%ba%ba%e6%9c%80%e5%bc%b7%e5%a4%a7	Firefox 夥伴計畫開跑中 ~ 臉書揪人最強大	https://blog.mozilla.com.tw/?attachment_id=982#main	a-href	media	https://blog.mozilla.com.tw/?attachment_id=982#main: 20160901182110:fetch failed | timegate:fetch failed
firefox-%e5%a4%a5%e4%bc%b4%e8%a8%88%e7%95%ab%e9%96%8b%e8%b7%91%e4%b8%ad-%e8%87%89%e6%9b%b8%e6%8f%aa%e4%ba%ba%e6%9c%80%e5%bc%b7%e5%a4%a7	Firefox 夥伴計畫開跑中 ~ 臉書揪人最強大	https://blog.mozilla.com.tw/?attachment_id=983#main	a-href	media	https://blog.mozilla.com.tw/?attachment_id=983#main: 20160901182110:fetch failed | timegate:fetch failed
firefox-%e5%a4%a5%e4%bc%b4%e8%a8%88%e7%95%ab%e9%96%8b%e8%b7%91%e4%b8%ad-%e8%87%89%e6%9b%b8%e6%8f%aa%e4%ba%ba%e6%9c%80%e5%bc%b7%e5%a4%a7	Firefox 夥伴計畫開跑中 ~ 臉書揪人最強大	https://blog.mozilla.com.tw/?attachment_id=989#main	a-href	media	https://blog.mozilla.com.tw/?attachment_id=989#main: 20160901182110:fetch failed | timegate:fetch failed
firefox-%e5%ad%b8%e7%94%9f%e5%a5%bd%e5%a4%a5%e4%bc%b4-%e5%bf%ab%e9%80%9f%e3%80%81%e7%99%be%e8%ae%8a%e3%80%81%e5%a4%9a%e5%8a%9f%e8%83%bd%e7%80%8f%e8%a6%bd%e5%99%a8%ef%bc%8c%e8%bc%95%e9%ac%86	Firefox 學生好夥伴 – 快速、百變、多功能瀏覽器，輕鬆變身校園淡定高手	https://blog.mozilla.com.tw/wp-content/uploads/19-1024x575.jpg	img	image	https://blog.mozilla.com.tw/wp-content/uploads/19-1024x575.jpg: 20160901191908:http_404 | 20160901191908:http_404 | timegate:http_404 | timegate:http_404 | https://blog.mozilla.com.tw/wp-content/uploads/19.jpg: 20160901191908:http_404 | 20160901191908:http_404 | timegate:http_404 | timegate:http_404
firefox-%e5%ad%b8%e7%94%9f%e5%a5%bd%e5%a4%a5%e4%bc%b4-%e5%bf%ab%e9%80%9f%e3%80%81%e7%99%be%e8%ae%8a%e3%80%81%e5%a4%9a%e5%8a%9f%e8%83%bd%e7%80%8f%e8%a6%bd%e5%99%a8%ef%bc%8c%e8%bc%95%e9%ac%86	Firefox 學生好夥伴 – 快速、百變、多功能瀏覽器，輕鬆變身校園淡定高手	https://blog.mozilla.com.tw/wp-content/uploads/19.jpg	img-original	image	https://blog.mozilla.com.tw/wp-content/uploads/19.jpg: 20160901191908:http_404 | 20160901191908:http_404 | timegate:http_404 | timegate:http_404
firefox-add-on-%e9%99%84%e5%8a%a0%e5%85%83%e4%bb%b6%e9%96%8b%e7%99%bc%e5%85%a5%e9%96%80%e7%8f%ad	Firefox Add-ons 附加元件開發入門班	https://blog.mozilla.com.tw/wp-content/uploads/footer-logo-med.png	img	image	https://blog.mozilla.com.tw/wp-content/uploads/footer-logo-med.png: 20160901233708:http_404 | 20160901233708:http_404 | timegate:http_404 | timegate:http_404
firefox-add-on-%e9%99%84%e5%8a%a0%e5%85%83%e4%bb%b6%e9%96%8b%e7%99%bc%e5%85%a5%e9%96%80%e7%8f%ad	Firefox Add-ons 附加元件開發入門班	https://blog.mozilla.com.tw/wp-content/uploads/%E8%9E%A2%E5%B9%95%E5%BF%AB%E7%85%A7-2012-04-24-%E4%B8%8B%E5%8D%881.04.27.png	img	image	https://blog.mozilla.com.tw/wp-content/uploads/%E8%9E%A2%E5%B9%95%E5%BF%AB%E7%85%A7-2012-04-24-%E4%B8%8B%E5%8D%881.04.27.png: 20160901233708:http_404 | 20160901233708:http_404 | timegate:http_404 | timegate:http_404
firefox-os-app-contest	十二月狐狐工作坊 – APP 競賽成果展示 LIVE Show	https://blog.mozilla.com.tw/wp-content/uploads/%E8%9E%A2%E5%B9%95%E5%BF%AB%E7%85%A7-2013-11-22-%E4%B8%8B%E5%8D%882.26.07.png	img-original	image	https://blog.mozilla.com.tw/wp-content/uploads/%E8%9E%A2%E5%B9%95%E5%BF%AB%E7%85%A7-2013-11-22-%E4%B8%8B%E5%8D%882.26.07.png: 20170107084026:http_404 | 20170107084026:http_404 | timegate:http_404 | timegate:http_404
jsdc-2012	JSDC 2012，Mozilla 研究總監現身	https://blog.mozilla.com.tw/wp-content/uploads/keynote_taipei.pdf	a-href	media	https://blog.mozilla.com.tw/wp-content/uploads/keynote_taipei.pdf: 20160901173018:http_404 | 20160901173018:http_404 | timegate:http_404 | timegate:http_404
mozilla-taiwan-at-osdc-tw-2012	到 OSDC.tw 2012 找 Mozilla	https://mozilla.com.tw/assets/pic/link_03.png	img	image	https://mozilla.com.tw/assets/pic/link_03.png: http_404
mozilla-taiwan-at-osdc-tw-2012	到 OSDC.tw 2012 找 Mozilla	https://blog.mozilla.com.tw/wp-content/uploads/BreakingMobileMonopolies.pdf	a-href	media	https://blog.mozilla.com.tw/wp-content/uploads/BreakingMobileMonopolies.pdf: 20160812020845:http_404 | 20160812020845:http_404 | timegate:http_404 | timegate:http_404
mozilla-taiwan-at-osdc-tw-2012	到 OSDC.tw 2012 找 Mozilla	https://blog.mozilla.com.tw/wp-content/uploads/Apps-on-HTML5-and-the-new-WebAPIs.pdf	a-href	media	https://blog.mozilla.com.tw/wp-content/uploads/Apps-on-HTML5-and-the-new-WebAPIs.pdf: 20160812020845:http_404 | 20160812020845:http_404 | timegate:http_404 | timegate:http_404
